supplier_id,supplier_code,supplier_name,supplier_type,gst_number,pan_number,email,phone_number,contact_person,address_line_1,address_line_2,city,state,country,postal_code,payment_terms_id,bank_name,bank_account_number,ifsc_code,supplier_status,created_date,modified_date
357,SUP00357,Hari-Keer,Contractor,12WUKWM1183K5ZH,ZTHPU1683A,samarmandal@thakur.com,09910765698,Warinder Vaidya,"12/563, Pathak Ganj",Floor 1,Lucknow,Uttar Pradesh,India,357972,5,ICICI Bank,71381247426,ICIC0446451,Inactive,2016-05-27,2023-08-29
358,SUP00358,Som-Lanka,Raw Material Supplier,09BWHVH2390N4Z1,PQGCN5891Q,chakrika38@saxena.biz,06703318394,Zilmil Vasa,"49/445, Gokhale Nagar",Floor 18,Lucknow,Uttar Pradesh,India,723746,5,Kotak Mahindra Bank,0135829951562974,KOTA0560499,Inactive,2019-08-24,2024-12-03
359,SUP00359,Batta Inc,Goods Supplier,13LGQBG3276Q8ZZ,VEMAX4659C,qasim65@mitra-chakraborty.com,+913144410421,Vasatika Bahl,"72, Tata Marg",Floor 19,Lucknow,Uttar Pradesh,India,116639,4,Axis Bank,597723687745,AXIS0965653,Active,2021-02-15,2025-10-28
360,SUP00360,Lal LLC,Service Provider,11PAVRB2886H0ZR,SNGAP9554F,hpal@puri-swaminathan.org,00885472245,Pahal Mahal,"86/588
Vyas Road",Suite 10,Nagpur,Maharashtra,India,098759,6,Punjab National Bank,44044556356,PUNJ0584277,Inactive,2018-06-02,2023-06-11
361,SUP00361,"Sawhney, Shroff and Sahni",Raw Material Supplier,26UTUMW3879W7ZH,ECUMM5841X,zpuri@sani.com,6618783932,Vinaya Vala,"367, Gandhi Chowk",,New Delhi,Delhi,India,937982,2,IndusInd Bank,1573639095216008,INDU0917082,Active,2016-02-22,2021-06-23
362,SUP00362,"Kalla, Kota and Nadig",Goods Supplier,34FAVGN0247F3ZE,IBDWN1983G,siddharth97@bora.info,04156783021,Balveer Kala,"88/656
Desai Nagar",Suite 14,Coimbatore,Tamil Nadu,India,652536,6,IndusInd Bank,51476798596428,INDU0459513,Active,2016-02-11,2023-07-25
363,SUP00363,Nath-Batra,Service Provider,10BHWEU9794M1ZO,ICUOO7493M,vyanjanamandal@dugar.com,02217027296,Bina Sabharwal,"991, Wali Path",Suite 17,Amritsar,Punjab,India,889252,10,Punjab National Bank,5971871563891455,PUNJ0591082,Inactive,2018-03-16,2019-09-15
364,SUP00364,Mangal-Ahuja,Logistics Provider,28NTXPR5680S1Z0,BNRXQ4384B,ikurian@mandal-chaudry.net,9042438857,Lekha Toor,"269
Anand Ganj",Suite 32,Chennai,Tamil Nadu,India,625842,10,State Bank of India,3999917979931561,STAT0744265,Active,2023-10-05,2024-01-29
365,SUP00365,Goel-Tripathi,Goods Supplier,33XTMAB0095P5ZN,HNPER0014M,owen99@peri-kar.com,+913763130740,Rachit Varughese,"63/25, Mangal Street",Floor 11,Kolkata,West Bengal,India,235221,4,Punjab National Bank,91567882523,PUNJ0643820,Active,2021-03-02,2024-02-09
366,SUP00366,Bassi-Misra,Logistics Provider,07XAYXW2810B4ZV,CSBRS3122Q,manderbalveer@bava-sant.com,+912662665634,Bishakha Arya,"55/443, Bose Ganj",Floor 19,Kolkata,West Bengal,India,676723,9,State Bank of India,5967033598688957,STAT0255381,Active,2018-06-03,2021-10-17
367,SUP00367,Mane-Wali,Equipment Vendor,07RSXUW0312T0Z6,WURTJ4092K,rsundaram@oza-aurora.com,04547121799,Pranav Sur,"H.No. 100, Biswas Marg",Suite 36,Nagpur,Maharashtra,India,171676,2,ICICI Bank,308489127442,ICIC0897925,Active,2024-07-04,2024-11-04
368,SUP00368,Varughese Group,Logistics Provider,35SVJGO3746T5ZU,AMQZM6981D,reyansh12@nadig-bhagat.net,+913460603019,Warhi Suresh,"H.No. 89
Lata Zila",Unit 11,Amritsar,Punjab,India,678794,10,Kotak Mahindra Bank,5493937479052267,KOTA0516129,Inactive,2017-12-30,2023-12-06
369,SUP00369,Dada-Jani,Contractor,04OERBU4629S3ZG,OBTMH9773F,dayamai46@bassi.biz,06042108457,Aadi Padmanabhan,"845
Sundaram Circle",Floor 19,Jaipur,Rajasthan,India,452859,1,Kotak Mahindra Bank,85938579904,KOTA0549521,Active,2022-03-31,2023-03-11
370,SUP00370,Sastry Inc,Goods Supplier,23OSXYR7289R6ZP,GAABG3383A,orinderjohal@dhaliwal-khurana.com,+913223130373,Patrick Prabhakar,"42, Behl Nagar",Floor 13,Lucknow,Uttar Pradesh,India,722648,4,State Bank of India,3172936891994445,STAT0767717,Active,2017-04-19,2023-11-24
371,SUP00371,Pillai Group,Equipment Vendor,18XEGAY3186W9ZH,ERYCX7722P,kannanjalsa@vora.com,05578286902,Udarsh Karnik,"15/01
Bhakta Nagar",,Ludhiana,Punjab,India,095714,8,IndusInd Bank,620260329284,INDU0347141,Active,2020-03-27,2021-01-29
372,SUP00372,Banik-Virk,Raw Material Supplier,19ZIJYX4110M7Z8,HITGC2927F,dugarviraj@wali.com,3141266221,Chavvi Sandhu,"H.No. 000
Jayaraman Street",Unit 14,Kolkata,West Bengal,India,838854,1,State Bank of India,211894043232,STAT0539548,Active,2021-03-03,2022-06-19
373,SUP00373,"Trivedi, Nagy and Raman",Raw Material Supplier,12AHRDU1920X6Z9,EDCNO6125X,nsarna@dutt.org,9584078204,Arjun Mall,"18/33, Kulkarni",,New Delhi,Delhi,India,566748,3,State Bank of India,49349358322,STAT0107663,Active,2020-01-12,2025-01-02
374,SUP00374,Mani-Patel,Raw Material Supplier,14YTIVB5278T7Z0,YSOWR9249N,vivaan25@kapadia-walia.com,5327860470,Bina Ganesan,"00/909
Kumar Chowk",Suite 33,Kolkata,West Bengal,India,872516,1,Kotak Mahindra Bank,6130277310102196,KOTA0300969,Blocked,2025-01-15,2026-03-21
375,SUP00375,Gera Ltd,Logistics Provider,05ZABQP7514U0ZK,OKUEY7682E,tanmayi26@lal.com,1739587364,Unnati Mammen,"03, Vaidya Chowk",,Mumbai,Maharashtra,India,732994,10,Punjab National Bank,9315923094937237,PUNJ0436799,Active,2022-02-26,2023-04-04
376,SUP00376,Madan-Mani,Goods Supplier,16RGYYW7364U6Z7,LYOYY7219S,zaid25@gokhale.com,8150690733,Sachi Pandit,"282, Banik",Unit 93,Noida,Uttar Pradesh,India,831709,5,ICICI Bank,815205975619,ICIC0377889,Active,2023-01-13,2025-05-18
377,SUP00377,"Bhalla, Murty and Sarma",Contractor,26EEMAH9829Y1ZH,EVEYO7748F,ekajaganguly@sahota-subramanian.biz,+915970227977,Rudra Talwar,"H.No. 860
Manda Marg",Floor 11,Kolkata,West Bengal,India,917638,4,HDFC Bank,5695175752541563,HDFC0603807,Active,2018-03-11,2023-02-22
378,SUP00378,Cheema-Nazareth,Goods Supplier,04BCIDA4264M3ZM,MMMLS8093K,dchaudhary@rege.com,8709163388,Chaaya Gara,"35/072
Sibal Nagar",,Nagpur,Maharashtra,India,864183,5,Kotak Mahindra Bank,46965122269,KOTA0358688,Active,2021-10-01,2021-12-05
379,SUP00379,Ganguly Ltd,Equipment Vendor,37PLZNO0493W4Z7,BYQYV0551T,ranveerdhar@aggarwal-lal.net,2611740032,Radhika Parikh,"H.No. 01
Rastogi Path",,New Delhi,Delhi,India,078214,3,HDFC Bank,23689189048483,HDFC0426508,Active,2022-07-18,2022-10-21
380,SUP00380,Palan Ltd,Equipment Vendor,37UQDJX4178H2ZP,MAQMR0252V,asoman@walla.org,02224078576,Vedant Sur,"48/083, Lanka Street",Suite 28,Jaipur,Rajasthan,India,120257,10,ICICI Bank,2794963714273371,ICIC0424414,Active,2022-04-04,2026-03-08
381,SUP00381,"Venkataraman, Cherian and Kapur",Equipment Vendor,28OLOWN0166X2ZK,WZMOA7732W,isha99@ganesh.biz,+911857365598,Hitesh Parmer,"H.No. 70
Patel",,Ahmedabad,Gujarat,India,995289,7,Yes Bank,28517010127,YES 0581338,Inactive,2017-02-08,2019-04-27
382,SUP00382,"Raja, Maharaj and Mall",Logistics Provider,11BFMMU4815T4ZA,METKL6684H,fkeer@mutti.com,9393015543,Eshana Amble,"106
Bajaj Street",Unit 18,Lucknow,Uttar Pradesh,India,626615,1,ICICI Bank,66508023514247,ICIC0896831,Active,2018-12-09,2026-05-30
383,SUP00383,Atwal PLC,Contractor,20FWSNL9654C9Z0,CKAUT5745I,eiravatishukla@date.com,0426892106,Harita Morar,"63/46
Vohra",Floor 3,Surat,Gujarat,India,666970,4,Punjab National Bank,06140748293,PUNJ0300992,Active,2020-12-24,2025-03-03
384,SUP00384,Jhaveri LLC,Raw Material Supplier,04KHLPJ3373E5ZS,KXJTZ3694I,rkakar@mohan-trivedi.com,7740539222,Logan Brahmbhatt,"H.No. 204
Ramanathan Path",Unit 14,Coimbatore,Tamil Nadu,India,723904,10,State Bank of India,0875124875063097,STAT0363623,Inactive,2020-06-15,2021-04-15
385,SUP00385,Sridhar PLC,Service Provider,11BLXEW4646V7ZI,WIELM2376Y,rachitmahal@subramaniam-warrior.biz,+919572941082,Jeet Lad,"89/41, Singh Circle",,Jaipur,Rajasthan,India,708559,8,HDFC Bank,28957149234,HDFC0277757,Active,2025-01-13,2026-04-18
386,SUP00386,Bhagat Group,Equipment Vendor,20WLKDX4302Q4Z5,YXXVU8728H,dadachandani@gara-buch.com,06371364611,Lopa Tandon,"83/43
Biswas Chowk",Unit 63,Hyderabad,Telangana,India,813870,6,ICICI Bank,19008458090556,ICIC0796948,Active,2021-08-28,2023-08-08
387,SUP00387,Apte Group,Goods Supplier,02PHTNK9850N5ZI,ZIDOG5263H,raksha90@tailor-mallick.net,+913608488004,Kala Sastry,"098, Varma Path",Unit 81,Jaipur,Rajasthan,India,115389,9,State Bank of India,9064153127315176,STAT0133034,Under Review,2024-09-24,2026-04-07
388,SUP00388,Rao-Narula,Equipment Vendor,18ZNSPL3460U8ZX,VSFQF6580E,ksridhar@bhandari-lall.org,07765382483,Udarsh Bava,"385, Sundaram Path",Floor 20,Mysuru,Karnataka,India,160216,7,HDFC Bank,34367137650,HDFC0190199,Under Review,2016-09-14,2023-06-28
389,SUP00389,Purohit and Sons,Service Provider,25HXKWP3431Y4ZC,QGLYX7057P,tellatanmayi@deshmukh.com,06147739617,Rajeshri Raghavan,"63/15
Salvi Nagar",Suite 50,Noida,Uttar Pradesh,India,709519,3,ICICI Bank,223616748688,ICIC0879925,Active,2022-06-19,2026-05-23
390,SUP00390,Choudhury LLC,Raw Material Supplier,13OTGDD4412W8Z5,GCIKF0887D,hemanginibadal@singh-de.com,6179307963,Siddharth Tata,"71/47
Dhar Road",,Chennai,Tamil Nadu,India,405398,8,Kotak Mahindra Bank,24381055005,KOTA0195192,Active,2017-03-16,2019-01-09
391,SUP00391,"Sen, Sem and Solanki",Equipment Vendor,37MBXOK0792J6ZH,HMMDD1701A,pranitagrawal@virk-buch.com,+915886504820,Yadavi Saxena,"021, Kata Marg",Unit 50,New Delhi,Delhi,India,773320,7,Kotak Mahindra Bank,5290194024348813,KOTA0285950,Active,2020-06-01,2025-11-29
392,SUP00392,Ram-Sodhi,Contractor,05TUPLO8378G6ZQ,OTHRR6459G,rnayar@barad.com,06027795102,Ojasvi Garg,"208
Bora Ganj",Floor 9,Amritsar,Punjab,India,467020,2,Yes Bank,01193527923023,YES 0678355,Active,2018-09-24,2022-05-01
393,SUP00393,"Balay, Mitter and Chandran",Logistics Provider,32ZQTMY3103W4Z6,BEVFI2299T,rkumar@viswanathan.com,08757390830,Samaksh Ranganathan,"H.No. 41
Naik Street",Floor 15,Noida,Uttar Pradesh,India,659455,5,Punjab National Bank,4523190449903553,PUNJ0866072,Active,2022-09-06,2023-07-22
394,SUP00394,Bail Inc,Equipment Vendor,29UXUSL4701L8Z4,UMWTZ9432N,vincentganguly@sibal.info,06705724562,Pranit Loke,"14, Sathe Road",,Coimbatore,Tamil Nadu,India,745306,2,Punjab National Bank,79457107184,PUNJ0845571,Inactive,2021-08-16,2022-08-01
395,SUP00395,Rout-Mallick,Logistics Provider,24LDLVD6244N7ZI,TPNYK2574Y,jagrati14@sarna-madan.com,+916209697416,Daniel Narang,"61/22
Sura Circle",,Ludhiana,Punjab,India,868617,5,IndusInd Bank,786755826823,INDU0926314,Blocked,2022-02-08,2024-07-10
396,SUP00396,"Korpal, Raman and Bhasin",Contractor,37ZLUNK7798V9ZN,ZAJLR7667Z,borahbakhshi@shere-sanghvi.com,+916349432348,Odika Murthy,"02/907
Pandya Nagar",Floor 7,Hyderabad,Telangana,India,327921,2,HDFC Bank,8675417137513133,HDFC0630936,Inactive,2022-08-09,2024-11-05
397,SUP00397,"Kakar, Devan and Sarin",Service Provider,21TDWWQ9815N9Z1,JLHVU2778I,hbakshi@mallick.com,5094587806,Hiral Mody,"H.No. 77
Chauhan Road",,Amritsar,Punjab,India,570737,5,State Bank of India,657149505721,STAT0538731,Active,2025-07-31,2026-02-24
398,SUP00398,Bandi PLC,Logistics Provider,01RGLVX0488B3ZL,QULQB3375K,anvimadan@korpal.com,9798918723,Tanvi Kar,"91/12, Bhatia Zila",,New Delhi,Delhi,India,767382,1,State Bank of India,470757868305,STAT0814616,Active,2025-08-14,2026-01-01
399,SUP00399,Venkataraman and Sons,Logistics Provider,28ZESLG4012E4ZE,ZAKSQ2802P,baralnathaniel@halder.com,04846704950,Vincent Oommen,"H.No. 900
Ghose Marg",,Ahmedabad,Gujarat,India,879239,2,Punjab National Bank,6170413424246522,PUNJ0143804,Under Review,2018-06-20,2025-01-17
400,SUP00400,"Nanda, Gill and Narula",Contractor,16ZFBZR1542Y5ZD,SCGMM7422W,sastryayushman@dua-varkey.com,02261234400,Onkar Mall,"18/29, Bali Circle",,Jaipur,Rajasthan,India,228949,9,State Bank of India,436613375051,STAT0260703,Active,2025-08-31,2025-12-24
401,SUP00401,Randhawa LLC,Contractor,17ELTPE3536C2ZK,DVVDL7915V,zshah@borah-banik.org,01096297510,Devansh Hegde,"H.No. 77, Pandey Path",Unit 61,Pune,Maharashtra,India,450920,1,Punjab National Bank,1111041779770341,PUNJ0395136,Active,2019-05-22,2020-08-04
402,SUP00402,Dayal-Sarkar,Contractor,20QHFIB5961S6ZY,FNMQD9790A,wriddhishsarma@koshy.com,09143250211,Waida Ben,"04
Chad Ganj",Suite 39,Kolkata,West Bengal,India,540370,5,ICICI Bank,88485225053,ICIC0640305,Active,2016-02-21,2021-01-16
403,SUP00403,Agrawal Inc,Equipment Vendor,17YEOJH3408A8ZP,JBHKM0212E,divyashanker@nadkarni.com,+913274830620,Darpan Patel,"88, Bose Street",,Hyderabad,Telangana,India,452107,8,Axis Bank,42526681932728,AXIS0351674,Active,2017-11-07,2020-04-30
404,SUP00404,"Shah, Dhar and Yohannan",Goods Supplier,21KDNKG1568C7Z8,CUXHH7663H,sarthak52@lall-rau.com,+913450870205,Aarnav Singh,"23/10
Vohra Ganj",Suite 5,New Delhi,Delhi,India,756516,1,Axis Bank,43424875189,AXIS0609714,Active,2023-12-05,2024-02-10
405,SUP00405,Pall and Sons,Logistics Provider,37EQLWY9896K3Z3,WBMLL3596Y,harinakshibalasubramanian@thaman.net,5751687696,Mekhala Dhar,"04, Dhillon Nagar",Suite 44,New Delhi,Delhi,India,366517,7,State Bank of India,1542811833032400,STAT0549032,Active,2023-03-12,2025-07-04
406,SUP00406,Kumer-Mangal,Logistics Provider,01BBFGA2335S4ZJ,VJQRP2881I,charvi44@halder-bhasin.com,09383999645,Shivansh Memon,"41/17
Tandon Circle",Unit 16,Amritsar,Punjab,India,952377,1,State Bank of India,180647740651,STAT0862467,Active,2021-02-04,2022-08-25
407,SUP00407,Baral and Sons,Logistics Provider,33JTBTZ9884B8ZV,ZGVQQ1150Q,otoor@shan.com,4311080189,Pushti Barad,"16/370, Thakkar Chowk",Unit 64,Hyderabad,Telangana,India,890504,1,Punjab National Bank,386779815593,PUNJ0846773,Active,2021-09-24,2025-04-26
408,SUP00408,Patla Group,Equipment Vendor,10IZAVI8716W8ZK,NEMJO6351P,azaan96@vala.com,+911232611317,Kevin Patla,"813
Madan Street",Suite 16,Ludhiana,Punjab,India,553595,9,Kotak Mahindra Bank,06245729310,KOTA0117703,Active,2025-11-17,2026-03-06
409,SUP00409,Kumer-Prabhakar,Service Provider,31PHFCB3707Y3ZB,GHZSB6914M,abhattacharyya@kapoor-biswas.com,08290745146,Chandran Bhatia,"93/680, Madan Marg",Suite 25,Hyderabad,Telangana,India,632398,10,Kotak Mahindra Bank,58920004034,KOTA0912426,Active,2017-12-30,2019-02-23
410,SUP00410,Kant and Sons,Goods Supplier,10MZQZE2974J3Z5,OPUIY9256W,chandervedika@kara.info,+910251989333,Urishilla Khanna,"77/124
Wagle Circle",Floor 20,Ludhiana,Punjab,India,955186,9,HDFC Bank,4997479213790858,HDFC0789995,Active,2022-02-22,2025-04-04
411,SUP00411,Shukla-Natt,Raw Material Supplier,28KDOCG0977C0ZR,SPGPI7794N,nazarethojasvi@suri.com,+917416875546,Hritik Badal,"H.No. 90
Tella",Floor 2,Chennai,Tamil Nadu,India,053904,7,State Bank of India,03167920519285,STAT0600382,Active,2022-12-05,2025-06-17
412,SUP00412,Majumdar-Chaudhuri,Service Provider,10UMQTU3702I9ZG,SPWJP8439W,andrew39@dugar.biz,02905449603,Hemang Mangal,"H.No. 881
Kapadia Marg",Unit 27,Bengaluru,Karnataka,India,154482,1,State Bank of India,275288097264,STAT0132110,Active,2024-03-09,2025-03-14
413,SUP00413,Chakrabarti-Pandya,Equipment Vendor,19XOLHK5712I5ZB,ZTTHG5924U,menonhemal@majumdar-mani.info,05189078935,Kashvi Dyal,"H.No. 60, Ram Circle",Unit 82,Kolkata,West Bengal,India,458228,10,Punjab National Bank,6209141531716917,PUNJ0511186,Active,2021-01-25,2023-06-23
414,SUP00414,Dhaliwal Ltd,Equipment Vendor,12MRDLA6096O7ZQ,ABWWP7812M,udivan@parikh.org,+911159793293,Daniel Shah,"H.No. 141, Devi Chowk",,Mysuru,Karnataka,India,529355,1,IndusInd Bank,84752925682,INDU0775036,Blocked,2025-06-14,2025-10-04
415,SUP00415,Mand-Mahal,Logistics Provider,18LNPSH0422V9Z1,IUVCB6099B,bhatnagaradya@badami-balan.net,0043589809,Yamini Dua,"67, Badami Ganj",Unit 76,Coimbatore,Tamil Nadu,India,211851,3,State Bank of India,35299734580809,STAT0645550,Active,2017-03-19,2022-03-25
416,SUP00416,Bhatti-Ghosh,Raw Material Supplier,06HDWUH3237S6ZX,UJLYS4980U,misrayadavi@bhandari-hayer.com,+919067711395,Daksh Pai,"H.No. 24
Pathak Street",Unit 6,Noida,Uttar Pradesh,India,223613,2,IndusInd Bank,19630370987224,INDU0508754,Active,2022-03-05,2023-05-28
417,SUP00417,Loyal-Goel,Raw Material Supplier,29VPVKW0969O3ZO,DVHYE8378Q,murthyladli@choudhary.com,+919929146784,Tristan Sani,"H.No. 65, Deol Road",Unit 88,Noida,Uttar Pradesh,India,052484,10,Yes Bank,66879776299,YES 0116138,Active,2023-03-09,2023-10-21
418,SUP00418,"Mangat, Vala and Nadkarni",Service Provider,01SVEZD1908A8ZS,WRJLL9686M,patricksandal@hayer.org,+912033897560,Jagrati Ravi,"08/88
Bail Chowk",Floor 2,Lucknow,Uttar Pradesh,India,314663,9,Punjab National Bank,400033162201,PUNJ0217364,Active,2016-04-05,2019-03-03
419,SUP00419,"Krish, Subramanian and Sharaf",Contractor,26LXFWH1044H2ZH,TJMDJ4050D,wbora@dugar.com,+915330557019,Pranit Guha,"11/90
Tiwari",Suite 43,Bengaluru,Karnataka,India,092062,9,HDFC Bank,33108152826371,HDFC0529557,Active,2016-12-21,2020-07-23
420,SUP00420,Rout Inc,Contractor,37BIIWF0150Y7ZR,UWSWQ3393Z,kalpitpall@narang.com,1844798151,Chandani Subramaniam,"H.No. 063, Raj Nagar",,Noida,Uttar Pradesh,India,652622,9,Yes Bank,2147787947608842,YES 0495450,Active,2020-07-25,2025-08-19
421,SUP00421,Doshi and Sons,Service Provider,33AEQLP6640M1ZV,RDHTN5923D,gollarachit@kapadia.org,+914984476678,Nathan Parikh,"87/818, Ramesh Marg",Unit 83,Chennai,Tamil Nadu,India,032029,9,ICICI Bank,1499107444840722,ICIC0989283,Active,2017-06-28,2021-04-16
422,SUP00422,Mani-Kapur,Logistics Provider,13MREDP7754A7ZO,PGPYV8805K,saanvichar@din-sastry.com,+916034017075,Finn Raj,"22/98, Raval Circle",Suite 15,New Delhi,Delhi,India,081808,7,ICICI Bank,9458599487419107,ICIC0375706,Active,2019-08-18,2024-02-24
423,SUP00423,Babu-Handa,Contractor,30GTGIA7839X3Z3,PLSUS9278V,harinisunder@kumar.com,+911973452457,Chakradhar Saran,"95, Sawhney Zila",Unit 67,Bengaluru,Karnataka,India,525643,10,State Bank of India,195543782449,STAT0855507,Active,2021-01-17,2024-07-18
424,SUP00424,Borah-Chaudhry,Raw Material Supplier,26UQGSG1908V9ZH,GZIYA8086X,shaikbal@agate-bava.com,+915152751647,Charita Choudhury,"H.No. 790, Ramesh Street",Unit 29,Bengaluru,Karnataka,India,951984,6,HDFC Bank,3049391622670542,HDFC0122766,Active,2018-07-22,2021-02-24
425,SUP00425,Nazareth-Kalita,Contractor,06PCZOF7789E6ZL,CNWMF2361T,zsunder@narain-luthra.com,+910923413543,Darsh Jayaraman,"94
Raju Nagar",,Bengaluru,Karnataka,India,127172,2,Kotak Mahindra Bank,355365092777,KOTA0458754,Active,2018-06-10,2022-05-29
426,SUP00426,Sen Inc,Contractor,03BZSLA4066Z2Z5,BIOMW5227A,gavin38@johal-bhasin.com,04796751943,Chaman Kothari,"47/64, Mammen Ganj",Floor 5,Jaipur,Rajasthan,India,847162,9,Yes Bank,44753873375925,YES 0225298,Active,2022-11-29,2024-09-27
427,SUP00427,Handa Ltd,Raw Material Supplier,25GOJUJ5738Z6ZD,HSZGM8026J,sachi34@chhabra.biz,+915494462297,Anvi Tata,"H.No. 988, Hayre Road",Suite 49,Surat,Gujarat,India,417885,5,Yes Bank,906525176118,YES 0420313,Inactive,2020-10-13,2022-10-30
428,SUP00428,Dave-Deol,Logistics Provider,04SZCQV3525S4ZN,CLYXL3042B,hemang13@goswami.com,2174149194,Pallavi Contractor,"H.No. 995, Parikh Marg",Suite 28,Kolkata,West Bengal,India,652912,7,Punjab National Bank,424891988753,PUNJ0856931,Under Review,2020-12-24,2021-06-23
429,SUP00429,Butala-Sankar,Raw Material Supplier,23KZVHZ7475A3ZB,ADHXP7980J,indali86@yadav.com,2540502148,Aarini Pillai,"H.No. 074
Parmar Road",Unit 3,Coimbatore,Tamil Nadu,India,519276,7,Axis Bank,81054611432812,AXIS0315659,Inactive,2023-03-10,2023-12-02
430,SUP00430,"Kalita, Tailor and Kalla",Raw Material Supplier,29SPZSU6977I5Z4,OFZMB9743F,lnayak@balakrishnan-virk.info,4403310453,Januja Chowdhury,"H.No. 045, Rege Path",Floor 17,Coimbatore,Tamil Nadu,India,647862,4,Axis Bank,74014188814720,AXIS0858646,Active,2018-03-10,2021-10-12
431,SUP00431,Buch-Sankaran,Logistics Provider,22MFSKZ3090D6Z2,GHBZB9247K,rehaan22@kamdar.net,5673286863,Janaki Dey,"47/86
Kuruvilla Path",Suite 5,Amritsar,Punjab,India,821231,10,Yes Bank,8533359816334859,YES 0132290,Active,2018-07-25,2019-06-22
432,SUP00432,Savant Ltd,Service Provider,02SIEUX5876N2ZI,DMGCR9799D,jhalakmand@sani.com,9117952512,Anika Kuruvilla,"585
Bail Road",Floor 7,Ahmedabad,Gujarat,India,026575,8,Kotak Mahindra Bank,78596574332650,KOTA0353495,Active,2024-03-06,2025-03-30
433,SUP00433,Chadha-Bajaj,Goods Supplier,34FYAHI4272J8Z7,NIMDA8044L,ivarkey@gopal.com,06187923229,Umang Srinivasan,"26/543, Master Path",,New Delhi,Delhi,India,180491,5,State Bank of India,77518295329855,STAT0306671,Active,2016-07-28,2025-07-21
434,SUP00434,"Dhawan, Ramesh and Bhagat",Service Provider,15LJCNF9423D8ZQ,SJXYR9028W,saksham91@sibal-varty.info,01021833126,Wriddhish Korpal,"H.No. 574, Parmer Street",Floor 1,Jaipur,Rajasthan,India,707021,7,State Bank of India,6510918573973576,STAT0857296,Active,2023-08-31,2024-07-27
435,SUP00435,Mukhopadhyay-Agarwal,Logistics Provider,15CDHAT7410N8ZZ,PUCSO9464V,itandon@mukherjee.biz,4694025401,Nakul Prabhakar,"726, Saini Road",Floor 11,Nagpur,Maharashtra,India,624325,2,Axis Bank,7079262781525965,AXIS0957281,Active,2016-02-17,2016-07-02
436,SUP00436,Varty-Borra,Equipment Vendor,16ETQYS8354N4ZX,FBZON6590F,palluke@behl-nayak.com,06538293511,Raksha Lanka,"H.No. 37
Randhawa Marg",Floor 13,Mysuru,Karnataka,India,122779,9,Punjab National Bank,475309557546,PUNJ0885485,Active,2025-10-11,2026-04-17
437,SUP00437,"Raj, Sule and Yohannan",Equipment Vendor,34NXMPF1991I3ZA,FBECG5553Y,andraumang@gandhi.info,7750191365,Nihal Palla,"H.No. 16
D’Alia Circle",Suite 41,New Delhi,Delhi,India,430836,1,Axis Bank,368450072362,AXIS0736865,Active,2024-07-07,2025-07-21
438,SUP00438,Hari LLC,Goods Supplier,13GDDSA4417I5Z2,QNXAX9204T,anita86@parsa.com,2482667492,Agastya Kothari,"39/06
Mallick Chowk",,Coimbatore,Tamil Nadu,India,952408,1,IndusInd Bank,59150720131,INDU0530438,Active,2016-06-14,2019-08-10
439,SUP00439,"Mukhopadhyay, Rao and Vyas",Logistics Provider,08OUIHH6273G0ZB,SZLZK1107F,ganeshmadhavi@doctor-soni.com,5078848557,Arjun Sachdev,"H.No. 107, Bal Road",Suite 34,Lucknow,Uttar Pradesh,India,662370,7,HDFC Bank,1274285936555115,HDFC0976971,Active,2016-08-25,2025-03-22
440,SUP00440,"Chawla, Konda and Pant",Raw Material Supplier,04ZTLUC3782T3ZC,XLUCP9316V,bparekh@majumdar.com,+910906189588,Reva Rajagopalan,"07/27
Kapoor Chowk",Floor 9,Coimbatore,Tamil Nadu,India,107732,4,IndusInd Bank,058793173237,INDU0661245,Active,2017-09-27,2023-12-02
441,SUP00441,Deshmukh Ltd,Raw Material Supplier,10WSURO0961K6ZY,RFSKJ4312V,subramanianjasmit@din.net,6270092311,Tanish Aggarwal,"H.No. 573
Taneja Road",Suite 5,Chennai,Tamil Nadu,India,823421,7,State Bank of India,98851524253231,STAT0355300,Active,2025-03-29,2025-12-18
442,SUP00442,"Srinivasan, Dua and Magar",Contractor,16QAUAP9966C7Z5,HIQJL6992G,iyeroviya@arora.com,9731288794,Pooja Dewan,"13/514, Subramanian Chowk",,Chennai,Tamil Nadu,India,371726,4,Kotak Mahindra Bank,806312058854,KOTA0535497,Active,2021-03-06,2021-12-03
443,SUP00443,Gara-Bir,Equipment Vendor,25UKTVI0549Y4Z8,HUBNM1435F,bjaggi@chahal.com,+917570299639,Gaurav Buch,"28, Gara Road",Suite 32,Pune,Maharashtra,India,768197,1,Axis Bank,73057762322027,AXIS0846484,Inactive,2025-06-11,2026-05-06
444,SUP00444,"Kunda, Natt and Bhakta",Goods Supplier,34TENVI8290O2ZN,DYXLV6203D,tanaynarayanan@subramaniam.com,+917511031553,Chakradev Barad,"H.No. 940, Virk Road",Floor 1,Ahmedabad,Gujarat,India,084546,5,ICICI Bank,1978992456741442,ICIC0208541,Active,2020-03-27,2024-04-18
445,SUP00445,Dayal-Ganesh,Contractor,19RISFG4371A4ZB,HIXXE5593S,william44@kant-vyas.biz,+913482071343,Ekavir Tandon,"612, Basak Marg",,Ludhiana,Punjab,India,796956,8,Axis Bank,4852168920996031,AXIS0482826,Active,2024-10-13,2025-09-12
